keys,values
00, 
010,e
0110,t
01110,a
01111,o
1000,n
1001,i
1010,s
10110,h
10111,r
11000,l
11001,d
11010,u
110110,y
1101110,m
1101111,c
111000,g
111001,w
111010,f
1110110,.
1110111,v
111100,p
1111010,b
11110110,","
11110111,k
1111100,’
11111010,S
111110110,T
1111101110,I
1111101111,A
111111000,"
"
1111110010,E
1111110011,U
1111110100,x
1111110101,”
1111110110,“
11111101110,W
11111101111,P
1111111000,M
1111111001,0
11111110100,z
11111110101,j
11111110110,Y
11111110111,H
11111111000,C
11111111001,G
11111111010,F
111111110110,D
111111110111,B
11111111100,?
111111111010,8
111111111011,%
111111111100,N
1111111111010,L
1111111111011,;
1111111111100,9
1111111111101,3
1111111111110,2
1111111111111,1
