keys,values
000,e
00100,c
00101000000,8
00101000001,6
00101000010,V
00101000011,j
0010100010,K
0010100011,)
001010010,S
0010100110,W
0010100111,D
001010100,“
001010101,H
0010101100,L
0010101101,J
0010101110,(
0010101111,O
00101100,1
0010110100,%
0010110101,4
001011011,”
00101110,0
001011110,M
001011111,N
0011,r
0100,o
01010,l
010110,p
0101110,.
01011110,P
010111110,x
010111111,E
0110,s
0111,i
1000,n
1001,t
10100,h
101010,f
10101100,b
10101101,C
1010111,w
1011,a
11000,d
11001000,A
1100100100,T
1100100101,U
110010011,q
1100101,y
110011,g
11010000,"
"
110100010,I
110100011,9
1101001,","
110101,m
110110,u
1101110,v
1101111000,3
11011110010,5
110111100110,G
110111100111,–
110111101,-
11011111,k
111, 
