keys,values
313, man
314,ny 
315, r
316,rea
317,aso
318,ons
319,s f
320,fo
321,or t
322,thi
323,"is,"
324,", t"
325,the 
326, ro
327,oo
328,ot
329,t o
330,of e
331,ev
332,very
333,yt
334,thin
335,ng
336,g 
337, s
338,sta
339,ar
340,rti
341,in
342,ng 
343, wi
344,ith 
345, Eu
346,ur
347,rop
348,pe
349,ean
350,ns
351,s c
352,col
353,lon
354,niz
355,zi
356,ing
357,g t
358,this
359,s ti
360,iny
361,y co
362,oun
363,ntry
364,y whe
365,ere
366,e t
367,the i
368,ind
369,di
370,ig
371,ge
372,eno
373,ous
374,s p
375,popu
376,ul
377,lat
378,tio
379,on 
380, wa
381,as 
382, es
383,sse
384,enti
385,ia
386,ally
387,y n
388,no 
389, mat
390,tc
391,ch
392,h 
393, fo
394,or th
395,he i
396,inc
397,com
398,min
399,ng f
400,fl
401,lu
402,ux
403,x 
404, of
405,"f,"
406,", y"
407,yo
408,ou k
409,kno
410,"ow,"
411,", as"
412,ssh
413,hole
414,es.
415,. Th
416,he c
417,coun
418,ntry 
419, we
420,ent t
421,thr
422,roug
423,gh 
424, a p
425,par
426,rtic
427,cu
428,ula
429,arl
430,ly 
431, ex
432,xt
433,tre
434,em
435,me 
436, per
437,rio
438,od
439,d o
440,of tu
441,urm
442,mo
443,oi
444,il 
445, d
446,du
447,uri
448,ing 
449, the S
450,Sal
451,lva
452,ado
453,ora
454,an 
455, Ci
456,ivi
457,il W
458,Wa
459,"ar,"
460,", w"
461,whi
462,ich
463,h e
464,end
465,ded
466,d l
467,les
468,ss 
469, than
470,n 3
471,30
472,0 
473, y
474,ye
475,ear
476,rs
477,s a
478,ag
479,go
480,o.
481,. Y
482,You
483,u 
484, ca
485,an r
486,read
487,d a
488,all 
489, ab
490,bo
491,out 
492, it
493,t h
494,"here,"
495,", bu"
496,ut
497,t t
498,to 
499, su
500,um
501,mm
502,mar
503,riz
504,ze
505,"e,"
506,", i"
507,it 
508, was
509,s fu
510,uc
511,ck
512,ke
513,ed 
514, u
515,up.
516,. M
517,My 
518, pa
519,are
520,ents
521,s k
522,know
523,w p
524,peo
525,op
526,pl
527,le w
528,who
529,o s
530,saw
531,w t
532,thei
533,ir 
534, fa
535,ami
536,ili
537,ie
538,es r
539,rap
540,ped
541,"d,"
542,", k"
543,ki
544,ill
545,led
546,"d, "
547, an
548,nd
549,d s
550,star
551,rv
552,ved
553,d t
554,to d
555,dea
556,ath
557,"h,"
558,", s"
559,so
560,o t
561,they
562,y b
563,bot
564,th 
565, sc
566,cr
567,ram
568,mb
569,bl
570,led 
571, to
572,o g
573,get
574,t ou
575,ut 
576, as
577,s s
578,soo
579,on a
580,as t
581,they 
582, co
583,oul
584,ld
585,d.
586,. My
587,y d
588,da
589,ad 
590, cam
591,me o
592,ove
593,er i
594,in 
595, the 8
596,80
597,0s
598,s an
599,nd 
600, my
601,y m
602,mom
603,m i
604,in t
605,the 9
606,90
607,"0s,"
608,", an"
609,nd t
610,they w
611,wer
612,re b
613,both
614,h t
615,tee
616,ena
617,age
618,ers
619,s w
620,whe
621,en t
622,they l
623,lef
624,ft
625,t.
626,".
I"
627,I 
628, do
629,on’
630,’t
631,t n
632,ne
633,eed
634,d to
635,o e
636,exp
637,pla
638,ai
639,in to
640,o y
641,you
642,u w
643,wha
644,at 
645, it 
646, fe
647,el
648,lt
649,t l
650,lik
651,ke 
652, for
653,r t
654,them
655,m t
656,to l
657,lea
658,av
659,ve b
660,beh
661,hin
662,nd th
663,hei
664,ir f
665,fam
666,mil
667,lie
668,es a
669,as te
670,een
671,ns 
672, in 
673, a g
674,ga
675,amb
676,ble
677,e f
678,for
679,r s
680,su
681,urv
682,vi
683,iva
684,al.
685,. Tha
686,ank
687,kf
688,fu
689,ull
690,ly t
691,they m
692,met
693,t e
694,eac
695,ch 
696, ot
697,ther
698,r h
699,here 
700, and
701,d f
702,fel
703,ll 
704, in l
705,lov
706,"ve,"
707,", and"
708,d d
709,dur
710,rin
711,ng t
712,their
713,r y
714,yea
715,ars
716,s to
717,og
718,geth
719,her 
720, they
721,y con
722,nsi
723,ist
724,ten
725,ntl
726,ly s
727,se
728,ent m
729,mon
730,ney
731,y ba
732,ac
733,ck 
734, ho
735,ome.
736,. The
737,ey
738,y we
739,eren
740,n’
741,’t 
742, the o
743,onl
744,ly o
745,one
746,es;
747,; 
748, abo
749,out 1
750,18
751,8%
752,% 
753, of 
754, El
755,l S
756,Salv
757,vado
758,or’
759,’s G
760,GD
761,DP
762,P 
763, con
764,nsis
765,sts
766,s o
767,of S
768,Salva
769,ador
770,ran
771,ns i
772,in th
773,he U
774,US
775,S 
776, se
777,endi
778,ing m
779,mone
780,ey 
781, b
782,ba
783,ack
784,k 
785, hom
786,me.
787,. Thi
788,is 
789, fac
790,ct
791,t hi
792,its 
793, ha
794,ard
795,der
796,r w
797,when
798,n y
799,you 
800, re
801,eal
802,liz
803,ze 
804, that
805,t r
806,rough
807,hl
808,ly 2
809,20
810,0%
811,% o
812,of Sa
813,alva
814,adora
815,ans
816,s i
817,in the
818,e U.
819,.S
820,S.
821,. l
822,liv
823,ve i
824,in p
825,pov
826,vert
827,ty.
828,. So
829,o w
830,why
831,y s
832,sen
833,nd m
834,money
835,y bac
836,ck i
837,if
838,f t
839,they’
840,’r
841,re s
842,str
843,ru
844,ugg
845,gl
846,lin
847,ng?
848,? 
849, W
850,Wh
851,hy
852,y no
853,ot 
854, sa
855,ay
856,y “
857,“w
858,what
859,tev
860,"ver,"
861,", sc"
862,cre
863,ew 
864, the h
865,hom
866,mel
867,lan
868,nd”
869,” a
870,and
871,d g
872,go 
873, wat
874,tch
875,h a
876,an L
877,LA
878,A 
879, D
880,Do
881,odg
882,ger
883,rs 
884, g
885,gam
886,me a
887,and 
888, ea
889,at l
890,lot
891,ts
892,s of
893,f h
894,hot
895,t d
896,dog
897,gs
898,s?
899,"?
"
900,"
B"
901,Be
902,ec
903,cau
904,us
905,se 
906, they 
907, l
908,love
909,e th
910,heir
911,r “
912,“sh
913,hit
914,tho
915,ole
916,e” 
917, cou
918,untr
919,"ry,"
920,", th"
921,hat
922,t’
923,’s w
924,why.
925,".
T"
926,Tr
927,rum
928,mp
929,p 
930, is
931,s im
932,mpl
933,lyi
934,ing t
935,tha
936,at t
937,the r
938,reas
939,son
940,n E
941,El S
942,Salvad
943,dor 
944, and 
945, oth
946,hers
947,s l
948,like
949,e i
950,it a
951,are 
952, af
953,ff
954,fec
955,cte
956,ed b
957,by
958,y ma
959,ass
960,s po
961,over
962,rty
963,y a
964,and v
965,vio
966,olen
967,nc
968,ce 
969, is 
970, be
971,eca
972,au
973,use
974,e of
975,f s
976,som
977,me g
978,gli
979,itc
980,ch i
981,in o
982,our
983,r p
984,peop
985,ple
986,e’s
987,s hu
988,uma
989,ani
990,ity.
991,. H
992,He
993,e thi
994,ink
995,ks
996,s S
997,Salvado
998,oran
999,n ch
1000,hild
1001,dr
1002,ren
1003,n a
1004,are b
1005,bor
1006,rn
1007,n an
1008,nd ma
1009,ayb
1010,be 
1011, wh
1012,hen
1013,n t
1014,they h
1015,hit 
1016, pu
1017,ub
1018,ber
1019,rty 
1020, they t
1021,think
1022,k “
1023,“b
1024,boy
1025,"y, "
1026, wo
1027,ould
1028,d I
1029,I l
1030,love 
1031, to 
1032, go
1033,o c
1034,comm
1035,mit
1036,t s
1037,some
1038,e c
1039,cri
1040,im
1041,me r
1042,rig
1043,ght
1044,t no
1045,ow”
1046,”.
1047,. He
1048,e thin
1049,nk
1050,ks 
1051, we’
1052,’re
1053,e in
1054,nh
1055,heren
1056,ntly
1057,y sh
1058,hitt
1059,ty 
1060, bec
1061,caus
1062,se w
1063,wher
1064,re w
1065,we’
1066,’re 
1067, fro
1068,om 
1069, is s
1070,shi
1071,itt
1072,ty. 
1073, T
1074,The
1075,e ir
1076,ron
1077,nic 
1078, par
1079,rt 
1080, in a
1081,all t
1082,this 
1083, is t
1084,that
1085,t he
1086,e’s 
1087, com
1088,mple
1089,et
1090,tel
1091,ly d
1092,dis
1093,smi
1094,iss
1095,sin
1096,ng h
1097,how
1098,w th
1099,he U.
1100,.S.
1101,.’
1102,’s o
1103,own
1104,n s
1105,shit
1106,tt
1107,tine
1108,ess
1109,s imp
1110,pac
1111,cted
1112,d E
1113,El Sa
1114,alvad
1115,dor.
1116,. The 
1117, U
1118,U.
1119,.S. 
1120, lo
1121,oved
1122,d th
1123,he S
1124,Salvador
1125,ran 
1126, Civ
1127,vil
1128,l W
1129,War
1130,r a
1131,and i
1132,inv
1133,ves
1134,ste
1135,ed h
1136,hea
1137,avi
1138,ily
1139,y in 
1140," it,"
1141,", and "
1142, n
1143,now
1144,w the
1145,e P
1146,Pre
1147,esi
1148,ide
1149,ent o
1150,of th
1151,he U.S
1152,S. 
1153, is a
1154,act
1155,ting
1156,g l
1157,like 
1158, Sal
1159,lvad
1160,dora
1161,ans 
1162, and o
1163,oth
1164,hers 
1165, ar
1166,re l
1167,less
1168,s th
1169,han
1170,n h
1171,him
1172,m b
1173,bec
1174,cause
1175,e the
1176,ey d
1177,did
1178,dn
1179,n’t
1180,t g
1181,gr
1182,row
1183,w u
1184,up 
1185, in N
1186,Ne
1187,ew F
1188,Fu
1189,uck
1190,kin
1191,ng Y
1192,Yor
1193,rk
1194,k.
1195,".
H"
1196,Hi
1197,is w
1198,wo
1199,ord
1200,ds
1201,s and
1202,d p
1203,pol
1204,lic
1205,ci
1206,ies
1207,s ar
1208,re d
1209,disg
1210,gu
1211,ust
1212,ting 
1213, and n
1214,not
1215,t f
1216,fi
1217,it f
1218,for 
1219, a w
1220,wor
1221,rl
1222,ld 
1223, le
1224,ead
1225,der.
1226,. I
1227,I’
1228,’m
1229,m h
1230,hor
1231,rr
1232,rif
1233,fie
1234,ed a
1235,and o
1236,outr
1237,rag
1238,ged
1239,"d, a"
1240,and it
1241,t’s
1242,s ha
1243,ard 
1244, no
1245,ot t
1246,to m
1247,mak
1248,ke t
1249,this p
1250,per
1251,rso
1252,ona
1253,al. 
1254, I
1255,I h
1256,hav
1257,ve c
1258,cl
1259,los
1260,se f
1261,fami
1262,ily 
1263, me
1264,emb
1265,bers
1266,s wh
1267,hos
1268,se s
1269,stat
1270,tu
1271,us 
1272, is i
1273,in l
1274,lim
1275,mbo
1276,o th
1277,hank
1278,ks t
1279,to t
1280,the T
1281,Tru
1282,ump
1283,p a
1284,adm
1285,mini
1286,istr
1287,rat
1288,tion
1289,n cu
1290,utt
1291,ting T
1292,TP
1293,PS
1294,S. E
1295,Ev
1296,very 
1297, da
1298,ay 
1299, we 
1300, see
1301,e s
1302,sto
1303,orie
1304,es o
1305,of f
1306,famil
1307,lies
1308,s wi
1309,ith s
1310,sma
1311,all c
1312,chi
1313,ild
1314,dre
1315,en b
1316,bei
1317,ing to
1318,orn
1319,n ap
1320,part
1321,"t,"
1322,", and I"
1323,I d
1324,don
1325,n’t 
1326, see 
1327, how
1328,w a
1329,any
1330,y h
1331,hu
1332,uman
1333,n b
1334,bein
1335,ng c
1336,can
1337,n j
1338,ju
1339,usti
1340,ify
1341,y do
1342,oin
1343,ng th
1344,hat.
1345,. I 
1346, sw
1347,wea
1348,ar 
1349, to y
1350,you t
1351,that 
1352, that 
1353, si
1354,ix
1355,x y
1356,year
1357,r o
1358,old
1359,d k
1360,kid
1361,d w
1362,wi
1363,ith t
1364,the G
1365,Go
1366,oF
1367,Fun
1368,ndM
1369,Me
1370,e is
1371,sn
1372,n’t s
1373,sel
1374,lli
1375,ing h
1376,hero
1377,oin.
1378,. I h
1379,hig
1380,ghl
1381,ly do
1382,oub
1383,bt
1384,t th
1385,hat 
1386, that m
1387,mot
1388,ther 
1389, of t
1390,thre
1391,ee 
1392, is a 
1393, lev
1394,vel
1395,l t
1396,ten 
1397, ga
1398,ang
1399,g m
1400,mem
1401,mbe
1402,er.
1403,. A
1404,An
1405,nd y
1406,yet
1407,t the
1408,ey’
1409,’re t
1410,tak
1411,ken
1412,n aw
1413,wa
1414,"ay,"
1415,", and w"
1416,we 
1417, fee
1418,el 
1419, kn
1420,nots
1421,s in
1422,n o
1423,our 
1424, st
1425,tom
1426,mac
1427,chs
1428,"s,"
1429,", and T"
1430,Trum
1431,mp 
1432, feel
1433,ls
1434,s no
1435,othi
1436,ing b
1437,beca
1438,aus
1439,se h
1440,he s
1441,see
1442,es u
1443,us a
1444,as s
1445,sub
1446,bh
1447,hum
1448,man
1449,"n,"
1450,", as "
1451, al
1452,lien
1453,n cr
1454,reat
1455,tur
1456,res 
1457, from
1458,m a
1459,a s
1460,shitt
1461,ty l
1462,land
1463,d tha
1464,at h
1465,he d
1466,doe
1467,esn
1468,n’t c
1469,car
1470,re a
1471,ab
1472,bou
1473,ut.
1474,".
B"
1475,Bu
1476,ut I
1477,I’m
1478,m he
1479,ere.
1480,. An
1481,nd my
1482,y f
1483,fr
1484,rie
1485,ends
1486,s are
1487,e he
1488,ere. 
1489, An
1490,nd the
1491,ei
1492,ir fr
1493,rien
1494,nds
1495,s are 
1496, he
1497,ere. A
1498,And
1499,d ou
1500,ur 
1501, ki
1502,ids
1503,s are g
1504,goi
1505,ing to 
1506, be 
1507, her
1508,"re,"
1509,", and t"
1510,their 
1511, kid
1512,ds.
1513,. And
1514,d we
1515,e’r
1516,re su
1517,ucc
1518,cee
1519,edi
1520,ing a
1521,and t
1522,thri
1523,ivin
1524,ng i
1525,in thi
1526,is c
1527,count
1528,try 
1529, beca
1530,ause
1531,e ou
1532,ur p
1533,pare
1534,ents 
1535, ta
1536,aug
1537,ght 
1538, us
1539,s to 
1540, wor
1541,rk 
1542, har
1543,rd
1544,"d, t"
1545,to e
1546,edu
1547,uca
1548,ate
1549,e our
1550,rse
1551,elv
1552,"ves,"
1553,", and to"
1554,o l
1555,love o
1556,ours
1557,selv
1558,ves 
1559, as 
1560, an 
1561, ac
1562,ct 
1563, of d
1564,def
1565,fia
1566,anc
1567,ce. 
1568, And
1569,d T
1570,Trump
1571,p an
1572,nd h
1573,his 
1574, fol
1575,llo
1576,owe
1577,ers 
1578, can
1579,n’t g
1580,get 
1581, ri
1582,id 
1583, of th
1584,"hat,"
1585,", or"
1586,r of
1587,f u
1588,us.
1589,".
W"
1590,We
1591,e’l
1592,ll s
1593,see 
1594, who
1595,o’
1596,’s g
1597,goin
1598,ng to
1599,o i
1600,inh
1601,heri
1602,it t
1603,this s
1604,shith
1605,hole.
