keys,values
00, 
010,e
0110,t
01110,o
01111,"
"
1000,r
10010,)
10011,(
10100,l
10101,d
10110,0
101110,.
1011110,u
1011111,a
11000,c
110010,n
110011,s
110100,f
110101,i
110110,=
1101110,""""
1101111,p
111000,]
111001,[
111010,2
1110110,","
11101110,:
11101111,g
1111000,1
1111001,h
1111010,y
11110110,m
11110111,x
11111000,-
11111001,w
11111010,5
111110110,k
1111101110,+
1111101111,_
111111000,>
111111001,#
1111110100,v
1111110101,<
1111110110,8
1111110111,*
111111100,b
1111111010,S
11111110110,q
111111101110,z
1111111011110,U
1111111011111,T
11111111000,R
11111111001,N
11111111010,L
111111110110,D
111111110111,9
11111111100,7
111111111010,'
111111111011,Y
111111111100,P
1111111111010,M
1111111111011,G
111111111110,F
1111111111110,C
1111111111111,3
