keys,values
00, 
010,e
0110,o
01110,a
01111,t
1000,i
1001,s
1010,n
10110,r
101110,l
101111,h
11000,d
11001,u
11010,c
110110,p
1101110,y
1101111,m
111000,f
111001,w
111010,g
1110110,v
1110111,","
1111000,b
1111001,k
1111010,.
11110110,’
11110111,"
"
11111000,-
111110010,C
111110011,”
111110100,“
111110101,T
111110110,x
1111101110,H
11111011110,2
11111011111,1
111111000,P
1111110010,M
1111110011,G
1111110100,D
1111110101,q
1111110110,Y
11111101110,B
11111101111,9
1111111000,S
1111111001,I
1111111010,A
11111110110,0
111111101110,R
111111101111,E
11111111000,:
11111111001,—
111111110100,W
111111110101,U
111111110110,F
111111110111,4
111111111000,z
1111111110010,V
1111111110011,O
111111111010,N
1111111110110,L
1111111110111,J
111111111100,8
1111111111010,7
1111111111011,6
1111111111100,3
1111111111101,/
1111111111110,)
1111111111111,(
