keys,values
317,ly 
318, ad
319,dd
320,d l
321,loc
322,cat
323,ti
324,ion 
325, ba
326,as
327,se
328,ed
329,d n
330,nav
331,vi
332,ig
333,ga
334,at
335,tio
336,on o
337,on t
338,the 
339, c
340,cl
341,lie
342,ent
343,t-
344,-s
345,sid
346,"de,"
347,", wh"
348,hich
349,h i
350,is e
351,es
352,ss
353,sen
354,nt
355,tia
356,al 
357, fo
358,or s
359,sin
360,ng
361,gl
362,le 
363, pa
364,age
365,e a
366,ap
367,pp
368,pl
369,lic
370,cati
371,ions
372,s.
373,".
"
374,"
n"
375,np
376,pm
377,m 
378, in
379,ns
380,stal
381,ll
382,l -
383,--
384,-sa
385,ave
386,e hi
387,isto
388,ory
389,"y
"
390,"
T"
391,The
392,ere
393,e ar
394,re t
395,thr
396,ree
397,e t
398,typ
399,pes
400,s o
401,of h
402,histo
403,ory:
404,: b
405,br
406,row
407,ws
408,ser
409,"r, "
410, ha
411,ash
412,"h,"
413,", a"
414,and
415,d m
416,me
417,em
418,mor
419,ry. 
420, Th
421,he h
422,histor
423,ry 
424, pac
425,ck
426,kag
427,ge 
428, e
429,ex
430,xp
431,po
432,ort
433,ts
434,s m
435,met
436,tho
437,od
438,ds
439,s to 
440, cr
441,rea
442,ate
443,e e
444,each
445,h t
446,type
447,"e.
"
448,"
i"
449,im
450,mp
451,por
452,rt
453,t {
454,"{
"
455,"
 "
456,  
457, cre
458,eat
459,teB
460,Br
461,rows
462,serH
463,Hi
464,istor
465,"ry,"
466,",
"
467,"
  "
468, crea
469,ateH
470,Ha
471,ashH
472,His
473,stor
474,"ry,
"
475,"
  c"
476,cr
477,reat
478,teM
479,Me
480,emo
481,oryH
482,Hist
483,"tory
"
484,"
}"
485,} 
486, fr
487,rom
488,m '
489,'h
490,history
491,y'
492,"'
"
493,"
If"
494,f y
495,you
496,u a
497,ar
498,re u
499,usi
500,in
501,ng 
502, Rea
503,act
504,t Ro
505,outer
506,"r, i"
507,it 
508, ca
509,an 
510, au
511,ut
512,tom
513,ma
514,ati
515,ica
516,ally
517,y c
518,cre
519,eate
520,e his
521,story
522,y o
523,ob
524,bj
525,jec
526,cts 
527, for
528,r 
529, you
530,"u,"
531,", s"
532,so 
533, you 
534, ma
535,ay
536,y n
537,ne
538,ev
539,ver 
540, hav
541,ve 
542, to 
543, ac
544,ctu
545,ua
546,ally 
547, int
548,tera
549,act 
550, wi
551,ith
552,h h
553,history 
554, d
555,di
556,ir
557,rec
558,ctl
559,ly.
560,. S
561,St
562,til
563,"ll,"
564,", i"
565,it i
566,is i
567,imp
568,port
569,ta
570,ant
571,t t
572,to 
573, u
574,und
575,der
576,rsta
577,and 
578, the
579,e d
580,dif
581,ffe
582,eren
583,nc
584,ce
585,es 
586, be
587,et
588,tw
589,we
590,ee
591,en 
592, ea
593,ach
594,h ty
595,yp
596,pe 
597, of
598,f h
599,history s
600,so t
601,tha
602,at 
603, you c
604,can
605,n 
606, de
607,ete
608,erm
609,mi
610,ine
611,e w
612,whi
613,ich
614,h o
615,one
616,e i
617,is r
618,ri
619,igh
620,ht
621,t f
622,for
623,r y
624,your
625,r p
626,proj
627,ject
628,t.
629,".
W"
630,Wh
631,hat
632,t i
633,is h
634,history?
635,"?
"
636,"
N"
637,No
638,o m
639,mat
640,tte
641,er 
642, wh
643,hich 
644, ty
645,ype
646,e o
647,of hi
648,istory
649,y y
650,you 
651, creat
652,"te,"
653,", y"
654,you w
655,wil
656,ll 
657, en
658,nd u
659,up
660,p 
661, wit
662,th 
663, an
664,n o
665,obj
666,ject 
667, tha
668,at h
669,has
670,s n
671,nea
672,arl
673,ly t
674,the s
675,sa
676,am
677,me 
678, pr
679,rop
680,per
681,rti
682,ie
683,es a
684,and m
685,meth
686,ho
687,ods
688,"s.
"
689,"
L"
690,Lo
691,oc
692,catio
693,"on
"
694,"
Th"
695,he m
696,mos
697,st i
698,impo
699,orta
700,ant 
701, pro
702,op
703,pert
704,ty 
705, of 
706, a 
707, his
708,story 
709, ob
710,bje
711,ect
712,t is
713,s th
714,he l
715,loca
716,atio
717,on.
718,. T
719,The 
720, l
721,locat
722,tion
723,n ob
724,bjec
725,ct r
726,ref
727,fl
728,lec
729,cts “
730,“w
731,whe
732,ere”
733,” y
734,your 
735, ap
736,ppl
737,lica
738,ation
739,n c
740,cu
741,ur
742,rr
743,ren
744,ntl
745,ly i
746,is.
747,. It
748,t c
749,con
750,nta
751,ain
752,ns 
753, a n
754,nu
755,um
756,mb
757,be
758,er o
759,of p
760,prop
761,perti
762,ies
763,s tha
764,at a
765,are
766,e de
767,eri
768,iv
769,ved 
770, fro
771,om 
772, a U
773,UR
774,RL
775,L.
776,. Th
777,hes
778,se 
779, ar
780,re p
781,pat
782,thn
783,nam
784,"me,"
785,", se"
786,ear
787,rc
788,ch[
789,[1
790,1]
791,"],"
792,", an"
793,nd h
794,hash
795,h.
796,".
A"
797,Ad
798,ddi
799,iti
800,iona
801,"ally,"
802,", e"
803,each 
804, lo
805,oca
806,ation 
807, has
808,s a
809,a 
810, un
811,ni
812,iq
813,qu
814,ue
815,e k
816,ke
817,ey 
818, prop
819,perty
820,y a
821,ass
822,soc
823,cia
824,ated
825,d w
826,wit
827,th i
828,it.
829,. Thi
830,is k
831,key
832,y ca
833,an b
834,be 
835, us
836,sed
837,d t
838,to i
839,ide
840,enti
841,if
842,fy
843,y an
844,nd s
845,store
846,e da
847,ata
848,a s
849,spe
850,eci
851,ifi
852,ic 
853, to a
854,a l
855,locati
856,ion.
857,".
F"
858,Fi
859,ina
860,"ally, "
861, a l
862,locatio
863,on c
864,can 
865, have
866,e st
867,tat
868,te 
869, as
870,sso
871,oci
872,iat
873,ted
874,d wi
875,ith 
876, it
877,t. 
878, Thi
879,is p
880,prov
881,vid
882,des 
883, a m
884,mea
885,ans
886,s of
887,f a
888,att
889,tac
890,chi
891,ing
892,g d
893,da
894,ata 
895, to a 
896, loc
897,cation
898,n t
899,that
900,t is 
901, n
902,no
903,ot
904,t p
905,pre
906,ese
907,ent 
908, in 
909, the 
910, U
911,URL
912,"L.
"
913,"
{"
914,"{
 "
915,  p
916,path
917,hn
918,name
919,e: 
920, '
921,'/
922,/h
923,here
924,e'
925,"',"
926,",
 "
927,  s
928,sea
929,arc
930,ch:
931,: '
932,'?
933,?k
934,key=
935,=v
936,va
937,alu
938,ue'
939,"',
"
940,"
  h"
941,hash:
942,: '#
943,#e
944,ext
945,tr
946,ra
947,a-i
948,inf
949,form
950,mati
951,ion'
952,"',
 "
953,  st
954,tate
955,e: {
956,{ 
957, mo
958,oda
959,al:
960,: t
961,tru
962,ue 
963, }
964,"},"
965,",
  "
966, k
967,key:
968,: 'a
969,abc
970,c1
971,12
972,23
973,3'
974,"'
}"
975,"}
"
976,"
W"
977,Whe
978,en a
979,a h
980,history o
981,obje
982,ect 
983, is
984,s c
985,crea
986,"ated,"
987,", it"
988,t w
989,will
990,l n
991,nee
992,ed 
993, an 
994, ini
995,itia
996,al l
997,location
998,n. 
999, H
1000,Ho
1001,ow
1002,w 
1003, thi
1004,is is
1005,s d
1006,det
1007,term
1008,min
1009,ned
1010,d i
1011,is d
1012,diff
1013,fe
1014,erent
1015,t fo
1016,or e
1017,each t
1018,type 
1019, of h
1020,history.
1021,. F
1022,Fo
1023,or ex
1024,xa
1025,amp
1026,ple
1027,"e, "
1028, the b
1029,bro
1030,ows
1031,ser 
1032, hist
1033,tory 
1034, wil
1035,ll p
1036,par
1037,rse
1038,e th
1039,he c
1040,cur
1041,rre
1042,ent U
1043,URL.
1044,".
O"
1045,On
1046,ne 
1047, loca
1048,ation t
1049,to r
1050,ru
1051,ul
1052,le t
1053,them
1054,m a
1055,all?
1056,"?
W"
1057,Whi
1058,ile
1059,e the
1060,ere 
1061, is 
1062, on
1063,nl
1064,ly o
1065,one 
1066, cu
1067,urr
1068,rent
1069,t l
1070,location 
1071, that
1072,t we
1073,e ca
1074,an a
1075,acc
1076,ces
1077,"ss,"
1078,", th"
1079,he hi
1080,istory 
1081, obj
1082,ject k
1083,kee
1084,ep
1085,ps 
1086, tr
1087,rac
1088,ck 
1089, of a
1090,an ar
1091,rra
1092,ay 
1093, of l
1094,locations
1095,s. 
1096, The
1097,e ab
1098,bil
1099,lity
1100,y t
1101,to a
1102,ad
1103,dd 
1104, locat
1105,tions
1106,s an
1107,nd m
1108,mov
1109,ve t
1110,thro
1111,oug
1112,gh
1113,hou
1114,ut 
1115, the l
1116,location a
1117,arr
1118,ray
1119,y i
1120,is w
1121,wha
1122,at m
1123,mak
1124,kes
1125,s h
1126,history “
1127,“h
1128,history”
1129,”.
1130,. If
1131,f hi
1132,istory o
1133,onl
1134,ly k
1135,kn
1136,new
1137,w a
1138,abo
1139,out 
1140, the c
1141,curr
1142,rent 
1143, locati
1144,"ion,"
1145,", it "
1146, wo
1147,oul
1148,ld
1149,d b
1150,be m
1151,more
1152,e ap
1153,pt
1154,tly
1155,y na
1156,ame
1157,ed “
1158,“p
1159,pres
1160,sent
1161,t”
1162,"”.
"
1163,"
In"
1164,n a
1165,add
1166,dit
1167,tion 
1168, to an
1169,n ar
1170,rray
1171,y of
1172,f l
1173,"locations,"
1174,", the"
1175,e hist
1176,tory a
1177,als
1178,so m
1179,mai
1180,int
1181,tai
1182,ins
1183,s an 
1184, ind
1185,dex
1186,x 
1187, va
1188,alue
1189,"e, w"
1190,whic
1191,ch 
1192, r
1193,refe
1194,ers 
1195, to t
1196,the p
1197,pos
1198,sit
1199,tion o
1200,of c
1201,curre
1202,ent l
1203,location i
1204,in 
1205, the a
1206,arra
1207,ay.
1208,".
Fo"
1209,or t
1210,the m
1211,mem
1212,mory
1213,y hi
1214,"istory,"
1215,", thes"
1216,se a
1217,are 
1218, ex
1219,xpl
1220,lici
1221,itl
1222,ly d
1223,def
1224,fin
1225,ned.
1226,. Fo
1227,or b
1228,bo
1229,oth
1230,h th
1231,he b
1232,brow
1233,wse
1234,er a
1235,and h
1236,hash 
1237, histo
1238,ori
1239,"ies,"
1240,", the "
1241, arr
1242,ray 
1243, and
1244,d in
1245,nde
1246,ex 
1247, is c
1248,cont
1249,tro
1250,ol
1251,lle
1252,ed b
1253,by
1254,y th
1255,he br
1256,rowse
1257,er an
1258,nd c
1259,cann
1260,not
1261,t b
1262,be d
1263,dir
1264,rect
1265,tly 
1266, acc
1267,cess
1268,sed 
1269, [
1270,[2
1271,2]
1272,].
1273,".
N"
1274,Na
1275,avi
1276,iga
1277,"ation
"
1278,"
A"
1279,An
1280,n obj
1281,ject w
1282,with
1283,h a
1284,a lo
1285,ocat
1286,tion p
1287,prope
1288,ert
1289,ty i
1290,isn
1291,n’
1292,’t
1293,t pa
1294,art
1295,tic
1296,cul
1297,lar
1298,rl
1299,ly e
1300,exc
1301,cit
1302,tin
1303,ng.
1304,. W
1305,Wher
1306,re a
1307,a hi
1308,istory ob
1309,bject
1310,t st
1311,tar
1312,rts
1313,s to b
1314,bec
1315,com
1316,me i
1317,inte
1318,eres
1319,sti
1320,ing 
1321, is w
1322,with 
1323, the n
1324,navi
1325,igat
1326,tion m
1327,metho
1328,ods.
1329,. N
1330,Nav
1331,vig
1332,gat
1333,tion me
1334,eth
1335,hod
1336,ds 
1337, al
1338,llo
1339,ow 
1340, you t
1341,to c
1342,cha
1343,ang
1344,ge t
1345,the c
1346,curren
1347,nt 
1348, locatio
1349,"on.
"
1350,"
P"
1351,Pu
1352,ush
1353,"h
"
1354,"
The"
1355,e p
1356,pu
1357,ush 
1358, me
1359,etho
1360,od 
1361, all
1362,low
1363,ws 
1364, you to
1365,o g
1366,go
1367,o t
1368,to a 
1369, ne
1370,ew
1371,w l
1372,location.
1373,. This
1374,s w
1375,will 
1376, add
1377,d a
1378,a n
1379,new 
1380, location
1381,n to
1382,o th
1383,he a
1384,array
1385,y af
1386,ft
1387,ter 
1388, the cu
1389,urre
1390,ent lo
1391,ocati
1392,ion. 
1393, W
1394,When
1395,n th
1396,his 
1397, hap
1398,ppe
1399,ens
1400,"s,"
1401,", any"
1402,y “
1403,“f
1404,fu
1405,utu
1406,ure
1407,e”
1408,” l
1409,locations 
1410, (
1411,(o
1412,ones
1413,s that
1414,t ex
1415,xi
1416,ist 
1417, in t
1418,the a
1419,array 
1420, af
1421,fte
1422,er t
1423,the cu
1424,urren
1425,nt l
1426,location b
1427,beca
1428,au
1429,use
1430,e of
1431,f u
1432,use 
1433, of t
1434,the b
1435,ba
1436,ack 
1437, bu
1438,utt
1439,ton
1440,n)
1441,) 
1442, will
1443,l b
1444,be dr
1445,ropp
1446,ped
1447,d.
1448,".
B"
1449,By
1450,y d
1451,defa
1452,aul
1453,lt
1454,"t,"
1455,", whe"
1456,en y
1457,you c
1458,cli
1459,ick
1460,k 
1461, on 
1462, a <
1463,<L
1464,Li
1465,ink
1466,k>
1467,> 
1468, from
1469,m R
1470,Rea
1471,act R
1472,Rou
1473,ute
1474,"er,"
1475,", it w"
1476,will u
1477,use h
1478,history.p
1479,pus
1480,sh
1481,h to
1482,o n
1483,navig
1484,gate
1485,"e.
h"
1486,history.pu
1487,ush(
1488,({
1489,{ p
1490,pathn
1491,name:
1492,: '/
1493,/n
1494,new-
1495,-p
1496,pla
1497,ace
1498,e' 
1499, })
1500,")
"
1501,"
R"
1502,Rep
1503,plac
1504,"ce
"
1505,"
The "
1506, re
1507,epl
1508,lac
1509,ce 
1510, met
1511,thod
1512,d is
1513,s s
1514,sim
1515,mil
1516,lar 
1517, to p
1518,push
1519,"h, "
1520, but
1521,t in
1522,nst
1523,tea
1524,ad 
1525, of ad
1526,ddin
1527,ng a
1528,a ne
1529,ew 
1530," location,"
1531,", it wi"
1532,ill
1533,l r
1534,rep
1535,place
1536,e the 
1537, location 
1538, at
1539,t th
1540,he cu
1541,urrent
1542,t ind
1543,dex.
1544,. “
1545,“F
1546,Fu
1547,utur
1548,re”
1549,” lo
1550,ocatio
1551,ons
1552,s wi
1553,ill 
1554, no
1555,ot 
1556, be 
1557, dr
1558,roppe
1559,ed.
1560,".
R"
1561,Red
1562,dire
1563,ects
1564,s ar
1565,re a 
1566, g
1567,goo
1568,od t
1569,tim
1570,me t
1571,to u
1572,use r
1573,repl
1574,lace
1575,e. 
1576, This
1577,s i
1578,is wh
1579,hat 
1580, Reac
1581,ct R
1582,Rout
1583,ter’
1584,’s
1585,s <
1586,<R
1587,Redi
1588,ire
1589,ect>
1590,> c
1591,comp
1592,pon
1593,nen
1594,nt u
1595,uses
1596,"s.
F"
1597,For
1598,r e
1599,exa
1600,ampl
1601,"le,"
1602,", if"
1603,f yo
1604,ou a
1605,are o
1606,on on
1607,ne p
1608,pag
1609,ge a
1610,and c
1611,clic
1612,ck a
1613,a li
1614,ink 
1615, that 
1616, na
1617,avig
1618,gates
1619,s to a
1620,a se
1621,eco
1622,ond
1623,d p
1624,page
1625,"e, t"
1626,that 
1627, se
1628,econ
1629,nd p
1630,page 
1631, mi
1632,ight
1633,t r
1634,red
1635,direc
1636,ct t
1637,to a t
1638,thi
1639,ird
1640,d pa
1641,age.
1642,. If 
1643, the r
1644,redi
1645,irec
1646,ct u
1647,uses 
1648, pu
1649,"ush,"
1650,", c"
1651,click
1652,ki
1653,ing t
1654,the ba
1655,ack b
1656,bu
1657,utto
1658,on f
1659,fr
1660,rom 
1661, the t
1662,thir
1663,rd
1664,d wil
1665,ll b
1666,bri
1667,ing y
1668,you b
1669,bac
1670,ck t
1671,to t
1672,the se
1673,econd
1674,d pag
1675,ge (
1676,(w
1677,which
1678,h po
1679,ote
1680,entia
1681,ally w
1682,wo
1683,ould
1684,d r
1685,redir
1686,rect 
1687, you b
1688,back
1689,k t
1690,to th
1691,he t
1692,third
1693,d page
1694,e ag
1695,gai
1696,in)
1697,).
1698,. In
1699,nste
1700,ead
1701,"d,"
1702,", b"
1703,by 
1704, usi
1705,ing r
1706,repla
1707,"ace,"
1708,", g"
1709,goi
1710,ing b
1711,back 
1712, from 
1713, the th
1714,hir
1715,rd 
1716, pag
1717,ge w
1718,will t
1719,tak
1720,ke 
1721, you to 
1722, the f
1723,firs
1724,st.
1725,".
h"
1726,history.r
1727,replac
1728,ce(
1729,({ 
1730, pat
1731,thna
1732,ame:
1733,: '/g
1734,go-
1735,-he
1736,ere-
1737,-i
1738,inst
1739,tead
1740,d'
1741,' 
1742," })
"
1743,"
G"
1744,Go
1745,"o,"
1746,", go"
1747,"o, "
1748, go
1749,"o
"
1750,"
F"
1751,Fin
1752,nall
1753,"ly,"
1754,", ther"
1755,re ar
1756,re th
1757,hre
1758,ee 
1759, rel
1760,lat
1761,ted 
1762, meth
1763,hods
1764,s: 
1765, goB
1766,Ba
1767,"ack,"
1768,", goF"
1769,Forw
1770,wa
1771,ard
1772,"d, "
1773, and 
1774, go.
1775,".
g"
1776,goB
1777,Bac
1778,ck g
1779,goe
1780,es b
1781,back o
1782,one p
1783,page.
1784,. This 
1785, es
1786,sse
1787,ential
1788,lly
1789,y de
1790,ecr
1791,rem
1792,men
1793,nts
1794,s the
1795,e in
1796,ndex
1797,x i
1798,in t
1799,the l
1800,locations a
1801,array b
1802,by o
1803,one.
1804,".
hi"
1805,istory.
1806,.g
1807,goBa
1808,ack(
1809,()
1810,")
g"
1811,goF
1812,Forwa
1813,ard 
1814, is t
1815,the o
1816,opp
1817,posi
1818,ite
1819,e of 
1820, goBa
1821,"ack, "
1822, goi
1823,ing f
1824,forw
1825,war
1826,rd o
1827,one pa
1828,age. 
1829, It
1830,t wi
1831,ill o
1832,only
1833,y w
1834,wor
1835,rk
1836,k w
1837,when
1838,n the
1839,ere a
1840,are “
1841,“fu
1842,uture
1843,e” 
1844, locations
1845,s to g
1846,go 
1847," to,"
1848,", whi"
1849,ich 
1850, happ
1851,pen
1852,ns w
1853,when 
1854, the u
1855,user
1856,r h
1857,has 
1858, cl
1859,lick
1860,ked
1861,d th
1862,he ba
1863,ack bu
1864,utton
1865,"n.
"
1866,"
h"
1867,history.g
1868,goFo
1869,orw
1870,ward
1871,d(
1872,"()
"
1873,"
g"
1874,go i
1875,is a
1876,a m
1877,more 
1878, pow
1879,wer
1880,rf
1881,ful
1882,l c
1883,comb
1884,bin
1885,nat
1886,tion of
1887,f g
1888,goBac
1889,ck an
1890,nd g
1891,goFor
1892,rw
1893,ward.
1894,. Ne
1895,eg
1896,gati
1897,ive
1898,e n
1899,num
1900,mbe
1901,ers p
1902,pas
1903,ssed
1904,d to
1905,o the
1906,e m
1907,method
1908,d will
1909,l be
1910,e u
1911,used
1912,d to 
1913, go 
1914, bac
1915,ckw
1916,wards
1917,s in
1918,n the 
1919, arra
1920,"ay,"
1921,", and"
1922,d po
1923,osi
1924,itiv
1925,ve n
1926,numb
1927,ber
1928,rs 
1929, will 
1930, be u
1931,used 
1932, to g
1933,go f
1934,forwa
1935,ard.
1936,".
his"
1937,story.
1938,.go
1939,o(
1940,(-
1941,-3
1942,3)
1943,")
L"
1944,Lis
1945,ste
1946,en!
1947,"!
"
1948,"
H"
1949,Histo
1950,ory 
1951, use
1952,es t
1953,the ob
1954,bs
1955,serv
1956,ver p
1957,patt
1958,tern
1959,n to 
1960, allo
1961,ow o
1962,outs
1963,side
1964,e co
1965,ode
1966,e to
1967,o b
1968,be n
1969,noti
1970,ifie
1971,ed w
1972,when t
1973,the lo
1974,ocation
1975,n ch
1976,han
1977,nge
1978,es.
1979,".
E"
1980,Ea
1981,ach 
1982, histor
1983,ry o
1984,objec
1985,ct h
1986,has a
1987,a lis
1988,sten
1989,n m
1990,"method,"
1991,", whic"
1992,ch t
1993,take
1994,es a 
1995, fun
1996,nct
1997,tion a
1998,as 
1999, its
2000,s arg
2001,gu
2002,ume
2003,ent.
2004,. Tha
2005,at f
2006,fun
2007,ncti
2008,ion w
2009,will b
2010,be a
2011,adde
2012,ed t
2013,to an
2014,n arr
2015,ray o
2016,of l
2017,lis
2018,stene
2019,er f
2020,func
2021,ctio
2022,ons 
2023, that t
2024,the h
2025,history st
2026,tore
2027,es. 
2028, A
2029,Any
2030,y ti
2031,ime
2032,e the l
2033,location c
2034,chan
2035,nges
2036,s (
2037,(wh
2038,het
2039,ther
2040,r t
2041,this
2042,s is
2043,s b
2044,by y
2045,your c
2046,cod
2047,de 
2048, cal
2049,lli
2050,ing o
2051,one o
2052,of t
2053,the hi
2054,istory m
2055,methods
2056,s or
2057,r b
2058,becau
2059,use a
2060,a u
2061,user 
2062, cli
2063,icke
2064,ed a
2065,a b
2066,brows
2067,ser b
2068,but
2069,tto
2070,on)
2071,"),"
2072,", the h"
2073,history ob
2074,bject 
2075, will c
2076,cal
2077,ll a
2078,all 
2079, of i
2080,its
2081,s l
2082,list
2083,ten
2084,ner
2085,r f
2086,funct
2087,tions.
2088,. This a
2089,allo
2090,ows 
2091, you to s
2092,set
2093,tu
2094,up 
2095, co
2096,ode 
2097, that w
2098,will up
2099,pd
2100,dat
2101,te w
2102,whene
2103,eve
2104,er th
2105,he lo
2106,ocation 
2107, ch
2108,hang
2109,ges
2110,"s.
c"
2111,cons
2112,st y
2113,youA
2114,Ar
2115,reH
2116,Her
2117,re =
2118,= 
2119, do
2120,ocu
2121,umen
2122,nt.
2123,.ge
2124,etE
2125,El
2126,lem
2127,ment
2128,tB
2129,ByI
2130,Id
2131,d('
2132,'y
2133,youAr
2134,reHe
2135,ere'
2136,')
2137,")
h"
2138,history.l
2139,liste
2140,en(
2141,(f
2142,functi
2143,ion(
2144,(l
2145,location)
2146,) {
2147,"{
  "
2148, youA
2149,Are
2150,eH
2151,Here
2152,e.t
2153,tex
2154,xt
2155,tC
2156,Co
2157,ont
2158,tent
2159,t =
2160,= l
2161,location.p
2162,pathna
2163,"ame
"
2164,"
})"
2165,")
A"
2166,A 
2167, React
2168,t Rou
2169,uter
2170,r’
2171,’s 
2172, ro
2173,outer 
2174, com
2175,mpo
2176,onen
2177,nt w
2178,will s
2179,su
2180,ub
2181,bsc
2182,cri
2183,ib
2184,be t
2185,to it
2186,ts 
2187, history
2188,y ob
2189,bject s
2190,so th
2191,hat i
2192,it c
2193,can r
2194,re-
2195,-r
2196,rend
2197,der 
2198, whe
2199,ene
2200,ever
2201,r th
2202,he loc
2203,cation 
2204, cha
2205,ange
2206,"es.
"
2207,"
Li"
2208,inki
2209,ing th
2210,hin
2211,ngs
2212,s tog
2213,get
2214,"ther
"
2215,"
E"
2216,Eac
2217,ch h
2218,history t
2219,type a
2220,also
2221,o h
2222,has a 
2223, create
2224,eHr
2225,ref 
2226, metho
2227,od th
2228,hat c
2229,can t
2230,take 
2231, a lo
2232,ocation o
2233,object
2234,t a
2235,and o
2236,outp
2237,put
2238,t a 
2239, UR
2240,RL.
2241,".
I"
2242,In
2243,nte
2244,ern
2245,nally
2246,"y, "
2247, history 
2248, can
2249,n n
2250,naviga
2251,ate 
2252, usin
2253,ng l
2254,location o
2255,objects
2256,s. H
2257,How
2258,wev
2259,"ver,"
2260,", any "
2261, cod
2262,de t
2263,that i
2264,is u
2265,una
2266,aw
2267,ware
2268,e of t
2269,the his
2270,story p
2271,pac
2272,cka
2273,"age,"
2274,", su"
2275,uc
2276,ch a
2277,as a
2278,anc
2279,cho
2280,or el
2281,leme
2282,ents
2283,s (<
2284,<a
2285,a>
2286,>)
2287,"), "
2288, doe
2289,es n
2290,not 
2291, kn
2292,now
2293,w w
2294,what
2295,t lo
2296,ocation ob
2297,bjects
2298,s are
2299,e. I
2300,In 
2301, or
2302,rde
2303,er to
2304,o ge
2305,ener
2306,rat
2307,te H
2308,HT
2309,TM
2310,ML
2311,L 
2312, that wi
2313,ill s
2314,stil
2315,ll pr
2316,rope
2317,erl
2318,ly n
2319,navigat
2320,te wi
2321,itho
2322,out k
2323,kno
2324,owl
2325,led
2326,dg
2327,ge o
2328,of his
2329,"story,"
2330,", we"
2331,e mu
2332,ust
2333,t be
2334,e abl
2335,le to
2336,o gen
2337,nera
2338,ate r
2339,real
2340,l U
2341,URLs
2342,"s.
co"
2343,onst
2344,t loc
2345,cation =
2346,= {
2347,"{
  p"
2348,pathnam
2349,me:
2350,: '/o
2351,one-
2352,-f
2353,fis
2354,sh'
2355,"',
  "
2356, sea
2357,arch
2358,h:
2359,: '?
2360,?t
2361,two
2362,o=
2363,=f
2364,fish
2365,h'
2366,"',
  h"
2367,hash: 
2368, '#
2369,#r
2370,red-
2371,-fi
2372,ish-
2373,-bl
2374,lu
2375,ue-
2376,-fis
2377,"sh'
"
2378,"
}
"
2379,"
c"
2380,const
2381,t u
2382,url
2383,l =
2384,= h
2385,history.c
2386,creat
2387,teH
2388,Hr
2389,ref(
2390,(lo
2391,ocation)
2392,")
c"
2393,const 
2394, li
2395,ink =
2396,= d
2397,do
2398,ocum
2399,ment.
2400,.cr
2401,reate
2402,eE
2403,Ele
2404,eme
2405,ent(
2406,('
2407,'a
2408,a'
