keys,values
00, 
010,e
0110,a
01110,t
01111,n
1000,i
1001,s
1010,o
10110,r
10111,d
11000,h
11001,l
11010,c
110110,u
1101110,m
1101111,g
111000,f
111001,p
111010,v
1110110,","
11101110,y
11101111,w
1111000,.
11110010,k
11110011,C
11110100,A
11110101,"
"
11110110,b
111101110,P
111101111,0
11111000,1
111110010,9
111110011,-
111110100,q
111110101,I
111110110,x
1111101110,N
1111101111,M
111111000,E
1111110010,”
1111110011,“
111111010,S
1111110110,H
11111101110,U
11111101111,T
1111111000,3
11111110010,W
11111110011,O
11111110100,L
11111110101,K
11111110110,J
11111110111,D
11111111000,5
11111111001,4
11111111010,)
11111111011,(
11111111100,%
111111111010,–
111111111011,j
111111111100,V
111111111101,G
111111111110,8
111111111111,6
