keys,values
00, 
010,e
0110,t
01110,a
01111,o
1000,n
1001,i
1010,s
10110,r
10111,h
11000,d
11001,l
11010,u
110110,c
1101110,m
1101111,w
111000,f
111001,p
111010,g
1110110,y
1110111,b
111100,.
1111010,","
11110110,k
111101110,v
111101111,’
1111100,I
11111010,"
"
111110110,“
111110111,”
111111000,T
111111001,S
1111110100,?
1111110101,A
1111110110,x
11111101110,D
11111101111,N
1111111000,j
1111111001,W
1111111010,L
11111110110,H
111111101110,;
111111101111,B
11111111000,M
11111111001,E
11111111010,q
111111110110,-
111111110111,z
11111111100,Y
111111111010,O
1111111110110,—
1111111110111,C
111111111100,P
1111111111010,K
11111111110110,F
11111111110111,:
1111111111100,R
11111111111010,9
111111111110110,]
111111111110111,[
11111111111100,J
111111111111010,1
111111111111011,0
111111111111100,Z
1111111111111010,U
1111111111111011,G
1111111111111100,8
1111111111111101,7
1111111111111110,2
1111111111111111,/
